,0,1,2,3,4,5,6,7
5788,001731.png,1242,375,Car,681.60,162.11,731.65,198.18
5789,001731.png,1242,375,Car,429.76,185.37,492.95,223.43
5790,001731.png,1242,375,Car,940.46,160.95,1105.27,213.28
5791,001731.png,1242,375,Car,876.68,161.84,1024.34,206.68
5792,001731.png,1242,375,Car,724.85,161.17,758.61,186.41
5793,001731.png,1242,375,DontCare,768.96,154.01,791.25,172.42
5794,000709.png,1242,375,Car,166.37,202.17,418.05,374.00
5795,000709.png,1242,375,Car,366.53,190.36,485.55,275.75
5796,000709.png,1242,375,Car,466.25,181.57,550.25,237.40
5797,000709.png,1242,375,Misc,799.59,185.11,902.97,336.28
5798,000232.png,1242,375,Tram,624.48,150.22,697.25,189.97
5799,000232.png,1242,375,Car,207.17,187.48,340.16,252.73
5800,000232.png,1242,375,Cyclist,936.74,154.00,977.93,213.48
5801,000232.png,1242,375,DontCare,357.80,180.77,455.11,191.25
5802,000232.png,1242,375,DontCare,443.94,167.73,498.15,189.65
5803,000232.png,1242,375,DontCare,778.31,159.40,797.10,188.61
5804,003195.png,1242,375,Car,311.99,180.03,401.57,220.50
5805,003195.png,1242,375,Car,700.43,175.88,732.87,203.59
5806,003195.png,1242,375,Car,820.67,169.79,864.79,185.01
5807,003195.png,1242,375,Pedestrian,575.87,172.47,583.54,194.81
5808,003195.png,1242,375,Car,884.02,167.71,932.04,185.20
5809,003195.png,1242,375,DontCare,611.12,169.53,688.39,186.00
5810,003195.png,1242,375,DontCare,972.06,164.60,1014.81,185.47
5811,003195.png,1242,375,DontCare,760.60,167.73,784.60,194.85
5812,002680.png,1224,370,Pedestrian,208.53,167.42,285.28,331.50
5813,000160.png,1242,375,Car,493.84,183.02,549.17,226.05
5814,000160.png,1242,375,Car,558.47,180.63,580.70,200.50
5815,000160.png,1242,375,Car,343.69,179.05,379.71,203.45
5816,000160.png,1242,375,Car,591.60,179.67,633.03,220.94
5817,000160.png,1242,375,DontCare,459.18,180.56,475.07,190.75
5818,000160.png,1242,375,DontCare,481.37,181.32,490.36,187.97
5819,000673.png,1242,375,Car,243.02,181.50,439.76,304.00
5820,000673.png,1242,375,Car,660.55,169.66,694.81,202.08
5821,000673.png,1242,375,DontCare,642.90,159.40,678.36,176.11
5822,000673.png,1242,375,DontCare,700.19,144.81,716.90,162.56
5823,000998.png,1242,375,Car,582.99,180.49,615.14,211.09
5824,000998.png,1242,375,Pedestrian,850.75,163.71,892.42,270.95
5825,000998.png,1242,375,Car,696.89,182.62,826.96,273.94
5826,000998.png,1242,375,Car,668.46,180.61,742.14,244.07
5827,000998.png,1242,375,Car,642.69,175.20,679.51,210.86
5828,000998.png,1242,375,Car,172.58,200.24,325.10,276.74
5829,000998.png,1242,375,Car,282.47,189.66,387.63,249.08
5830,000998.png,1242,375,Car,372.78,186.11,441.80,227.82
5831,000998.png,1242,375,Car,631.13,176.96,651.28,196.17
5832,000353.png,1242,375,Car,0.00,177.92,277.51,356.22
5833,000353.png,1242,375,Car,265.35,157.96,398.99,238.60
5834,001456.png,1242,375,Car,48.56,180.91,418.21,374.00
5835,001456.png,1242,375,Car,50.73,182.85,296.62,290.75
5836,001456.png,1242,375,Car,389.86,185.34,467.96,230.36
5837,001456.png,1242,375,Car,318.04,185.70,418.64,232.18
5838,003904.png,1242,375,Car,981.14,219.53,1241.00,374.00
5839,003904.png,1242,375,Car,0.00,202.66,366.21,374.00
5840,003904.png,1242,375,Car,242.62,197.41,481.30,364.60
5841,003904.png,1242,375,Car,752.67,190.14,1023.32,374.00
5842,003904.png,1242,375,Car,688.05,188.11,822.26,287.92
5843,003904.png,1242,375,Car,497.33,185.82,560.97,238.62
5844,003904.png,1242,375,Car,533.48,174.06,584.33,225.26
5845,003904.png,1242,375,Car,563.63,176.24,608.05,216.44
5846,003904.png,1242,375,Car,615.51,182.74,652.50,205.62
5847,003904.png,1242,375,DontCare,657.05,184.41,663.17,202.17
5848,001668.png,1238,374,Car,500.66,174.20,563.72,221.62
5849,001668.png,1238,374,Car,540.23,173.55,577.43,204.09
5850,001668.png,1238,374,Car,605.68,169.44,640.24,200.96
5851,001668.png,1238,374,Car,573.63,168.13,601.50,192.85
5852,001668.png,1238,374,DontCare,643.32,162.64,693.26,179.69
5853,004532.png,1238,374,Pedestrian,1167.66,152.89,1237.00,373.00
5854,004532.png,1238,374,Pedestrian,366.74,159.64,400.28,254.96
5855,004532.png,1238,374,Pedestrian,207.29,159.74,283.80,347.18
5856,004532.png,1238,374,Pedestrian,638.04,173.99,668.21,229.44
5857,004532.png,1238,374,Pedestrian,515.12,170.13,536.74,236.49
5858,004532.png,1238,374,Pedestrian,566.23,166.94,583.75,220.91
5859,004532.png,1238,374,Pedestrian,628.98,165.04,644.49,214.10
5860,004532.png,1238,374,Pedestrian,621.63,168.19,630.95,203.82
5861,004532.png,1238,374,Van,738.52,27.85,1098.59,352.39
5862,004532.png,1238,374,DontCare,586.10,166.19,614.12,208.71
5863,004532.png,1238,374,DontCare,676.05,166.19,733.08,209.68
5864,006163.png,1242,375,Car,0.00,183.68,272.99,356.21
5865,006163.png,1242,375,Car,9.86,176.79,311.62,312.58
5866,006163.png,1242,375,Car,78.22,176.21,389.45,285.01
5867,006163.png,1242,375,Car,173.93,176.00,373.41,260.43
5868,006163.png,1242,375,Car,249.03,182.99,433.47,252.92
5869,006163.png,1242,375,Car,267.23,180.93,449.65,242.89
5870,006163.png,1242,375,Car,345.09,172.15,474.56,225.02
5871,006163.png,1242,375,Car,362.55,164.47,493.57,224.31
5872,006163.png,1242,375,Cyclist,554.25,178.40,566.05,207.32
5873,006163.png,1242,375,Car,743.07,191.10,933.31,321.55
5874,006163.png,1242,375,Car,812.46,173.52,1041.43,261.73
5875,006163.png,1242,375,Car,762.48,181.97,899.79,238.81
5876,006163.png,1242,375,Car,705.44,180.90,825.64,220.44
5877,006163.png,1242,375,Car,707.88,173.74,808.30,218.15
5878,006163.png,1242,375,Car,437.27,179.20,527.39,209.23
5879,006163.png,1242,375,Car,460.02,180.87,538.20,208.68
5880,006163.png,1242,375,Car,636.15,179.73,669.23,204.60
5881,006163.png,1242,375,DontCare,560.60,173.98,595.02,187.56
5882,006163.png,1242,375,DontCare,598.10,177.10,615.85,186.52
5883,006163.png,1242,375,DontCare,613.73,169.81,639.81,196.94
5884,007469.png,1238,374,Pedestrian,823.56,154.73,875.89,268.18
5885,007469.png,1238,374,Cyclist,368.28,157.96,474.17,298.30
5886,007469.png,1238,374,Car,572.94,158.83,604.12,184.67
5887,007469.png,1238,374,Pedestrian,713.83,152.19,739.50,214.93
5888,007469.png,1238,374,Cyclist,211.76,150.40,374.24,360.08
5889,007469.png,1238,374,Van,624.95,129.69,675.95,192.79
5890,007469.png,1238,374,DontCare,529.67,151.70,565.03,190.18
5891,004333.png,1242,375,Car,0.00,264.87,195.06,374.00
5892,004333.png,1242,375,Car,904.96,195.81,1241.00,374.00
5893,004333.png,1242,375,Car,960.52,170.43,1241.00,273.23
5894,004333.png,1242,375,Car,373.83,181.76,491.63,259.88
5895,004333.png,1242,375,Car,704.86,179.89,812.14,257.85
5896,004333.png,1242,375,Van,427.99,158.55,517.95,238.23
5897,004333.png,1242,375,Car,674.20,177.30,761.27,236.02
5898,004333.png,1242,375,Van,228.71,148.76,416.93,217.48
5899,004333.png,1242,375,Van,607.15,164.65,633.88,193.96
5900,004333.png,1242,375,Van,750.71,149.76,865.09,193.83
5901,004333.png,1242,375,DontCare,564.71,167.59,582.15,186.00
5902,004333.png,1242,375,DontCare,656.89,156.92,677.24,178.24
5903,001466.png,1224,370,Car,848.99,144.87,953.36,179.43
5904,001466.png,1224,370,Car,534.26,169.98,565.06,193.84
5905,001466.png,1224,370,Cyclist,608.60,165.61,633.56,189.72
5906,001466.png,1224,370,Pedestrian,594.73,167.53,606.32,191.89
5907,001466.png,1224,370,Pedestrian,461.63,171.26,472.92,197.84
5908,001466.png,1224,370,DontCare,405.27,169.20,431.04,211.55
5909,001466.png,1224,370,DontCare,564.01,161.55,586.60,191.79
5910,001466.png,1224,370,DontCare,971.37,140.51,1076.83,170.75
5911,001466.png,1224,370,DontCare,791.87,152.13,845.34,173.74
5912,002059.png,1224,370,Pedestrian,524.51,136.67,607.97,300.46
5913,006224.png,1242,375,Car,591.04,177.61,644.43,221.01
5914,006224.png,1242,375,Car,153.47,188.11,340.54,294.40
5915,006224.png,1242,375,Car,239.27,176.30,412.85,264.82
5916,006224.png,1242,375,Car,351.47,180.27,468.94,229.26
5917,006224.png,1242,375,Car,501.10,183.44,567.50,231.53
5918,006224.png,1242,375,Car,528.12,178.71,581.80,220.51
5919,006224.png,1242,375,Car,432.67,173.78,524.78,210.78
5920,006224.png,1242,375,Car,712.55,185.13,844.50,276.57
5921,006224.png,1242,375,Truck,673.33,103.13,792.76,230.65
5922,006224.png,1242,375,Pedestrian,812.63,165.70,834.63,240.90
5923,006224.png,1242,375,Car,649.62,174.23,686.34,204.61
5924,006224.png,1242,375,Truck,626.90,144.93,664.89,193.28
5925,006224.png,1242,375,Car,592.95,174.28,627.92,206.19
5926,006224.png,1242,375,Car,202.92,177.71,288.08,215.97
5927,006224.png,1242,375,DontCare,534.56,166.69,572.10,182.36
5928,001405.png,1242,375,Pedestrian,823.79,164.98,857.09,242.60
5929,001405.png,1242,375,Pedestrian,863.05,169.43,890.64,244.08
5930,001405.png,1242,375,Pedestrian,123.73,167.42,149.37,234.36
5931,001405.png,1242,375,DontCare,705.56,165.65,771.19,213.17
5932,001405.png,1242,375,DontCare,425.47,161.13,651.52,205.41
5933,007199.png,1242,375,Pedestrian,998.05,161.59,1044.72,291.16
5934,007199.png,1242,375,Cyclist,682.89,172.56,698.50,206.41
5935,007199.png,1242,375,DontCare,516.85,168.77,656.47,191.73
5936,007199.png,1242,375,DontCare,762.69,170.85,980.44,225.06
5937,007199.png,1242,375,DontCare,1050.20,195.85,1238.78,238.60
5938,007199.png,1242,375,DontCare,705.40,171.90,750.23,187.57
5939,005910.png,1238,374,Pedestrian,682.42,164.31,716.06,260.46
5940,005910.png,1238,374,Pedestrian,717.17,158.03,758.93,257.42
5941,005910.png,1238,374,Pedestrian,426.58,163.45,467.41,265.57
5942,005910.png,1238,374,Cyclist,571.61,164.82,600.42,227.28
5943,005910.png,1238,374,Cyclist,614.40,169.29,635.89,213.51
5944,005910.png,1238,374,Pedestrian,757.82,166.36,772.76,212.90
5945,005910.png,1238,374,DontCare,337.48,174.55,363.49,227.57
5946,005910.png,1238,374,DontCare,524.48,171.44,539.06,213.03
5947,005910.png,1238,374,DontCare,186.84,189.10,293.88,252.51
5948,005910.png,1238,374,DontCare,650.19,171.44,663.73,194.33
5949,000294.png,1224,370,Pedestrian,105.70,146.73,217.36,330.32
5950,002567.png,1242,375,Car,139.17,201.27,428.43,374.00
5951,002567.png,1242,375,Car,664.06,165.24,715.79,202.88
5952,002567.png,1242,375,Car,399.20,190.34,466.23,230.90
5953,002567.png,1242,375,Car,939.36,164.02,1115.76,219.80
5954,002567.png,1242,375,Car,869.04,162.11,1025.36,209.50
5955,002567.png,1242,375,Car,707.71,162.28,742.05,188.30
5956,002567.png,1242,375,DontCare,750.20,145.60,794.48,176.30
5957,002567.png,1242,375,DontCare,0.00,309.26,33.93,373.00
5958,005578.png,1242,375,Car,1011.48,188.44,1241.00,374.00
5959,005578.png,1242,375,Car,0.00,200.60,378.66,374.00
5960,005578.png,1242,375,Car,238.11,211.58,451.73,324.65
5961,005578.png,1242,375,Car,717.29,183.43,916.02,306.58
5962,005578.png,1242,375,Car,452.87,180.53,521.68,229.68
5963,005578.png,1242,375,Car,663.34,178.69,726.28,227.71
5964,005578.png,1242,375,Van,473.99,164.35,531.76,220.21
5965,005578.png,1242,375,Car,647.79,178.98,703.16,219.41
5966,005578.png,1242,375,Van,310.17,154.16,455.01,207.76
5967,005578.png,1242,375,Van,596.62,167.51,620.65,192.73
5968,005578.png,1242,375,Van,721.47,156.03,817.12,193.30
5969,005578.png,1242,375,DontCare,558.52,171.90,576.27,187.57
5970,005578.png,1242,375,DontCare,642.90,159.40,659.61,179.23
5971,000065.png,1238,374,Pedestrian,602.33,172.98,626.06,220.54
5972,000065.png,1238,374,Tram,301.17,131.62,451.59,213.20
5973,000065.png,1238,374,Tram,444.01,132.15,516.75,207.36
5974,000065.png,1238,374,Tram,505.05,128.50,738.57,201.90
5975,000065.png,1238,374,Person_sitting,982.81,215.76,1140.08,373.00
5976,000065.png,1238,374,Person_sitting,920.27,205.21,1000.88,352.07
5977,000065.png,1238,374,Person_sitting,763.61,198.98,823.39,287.61
5978,000065.png,1238,374,Person_sitting,800.11,197.33,863.04,285.90
5979,000065.png,1238,374,Person_sitting,738.19,201.80,796.13,277.35
5980,007368.png,1242,375,Pedestrian,916.58,155.72,966.66,267.55
5981,007368.png,1242,375,Pedestrian,980.48,160.83,1020.06,268.81
5982,007368.png,1242,375,DontCare,400.19,165.65,467.94,216.73
5983,007368.png,1242,375,DontCare,493.94,164.60,517.94,208.39
5984,007368.png,1242,375,DontCare,543.94,161.48,565.86,199.02
5985,007368.png,1242,375,DontCare,578.31,157.31,652.31,185.48
5986,007368.png,1242,375,DontCare,722.06,160.44,785.64,217.77
5987,001062.png,1242,375,Pedestrian,1053.31,133.68,1180.96,322.11
5988,001062.png,1242,375,Car,1004.87,193.02,1241.00,374.00
5989,001062.png,1242,375,Car,813.09,186.81,1085.59,336.48
5990,001062.png,1242,375,Car,228.28,182.65,454.77,321.81
5991,001062.png,1242,375,Car,396.11,187.65,508.45,268.19
5992,001062.png,1242,375,Car,738.63,182.33,863.42,263.27
5993,001062.png,1242,375,Car,473.84,176.82,546.17,237.47
5994,001062.png,1242,375,Car,543.58,177.72,605.72,219.99
5995,001062.png,1242,375,Car,721.68,177.34,779.69,231.59
5996,001062.png,1242,375,Car,651.36,178.09,707.39,207.59
5997,001062.png,1242,375,Truck,793.70,144.63,841.21,182.14
5998,001062.png,1242,375,DontCare,867.28,159.18,930.97,184.06
5999,001062.png,1242,375,DontCare,748.90,162.42,791.89,176.30
6000,001062.png,1242,375,DontCare,10.17,198.00,49.93,222.23
6001,000741.png,1241,376,Car,559.98,178.37,621.66,234.62
6002,000741.png,1241,376,Car,0.00,195.19,421.68,375.00
6003,000741.png,1241,376,Car,105.61,183.51,300.11,277.64
6004,000741.png,1241,376,Car,372.11,178.59,504.20,274.29
6005,000741.png,1241,376,Car,344.17,178.78,424.85,229.45
6006,000741.png,1241,376,Car,488.63,178.59,548.66,226.59
6007,000741.png,1241,376,Car,301.31,184.04,367.15,217.96
6008,002416.png,1242,375,Car,1057.63,198.69,1241.00,374.00
6009,002416.png,1242,375,Car,812.22,188.06,1241.00,374.00
6010,002416.png,1242,375,Car,563.99,185.76,798.60,277.65
6011,002416.png,1242,375,Car,478.94,171.24,665.38,253.54
6012,002416.png,1242,375,Car,0.00,207.32,56.07,337.21
6013,002416.png,1242,375,Cyclist,331.17,182.06,359.72,226.50
6014,002416.png,1242,375,Car,0.00,197.63,127.45,271.59
6015,002416.png,1242,375,Car,9.00,194.87,164.20,248.66
6016,002416.png,1242,375,Car,116.20,190.21,213.18,223.95
6017,002416.png,1242,375,DontCare,0.00,273.03,59.81,313.43
6018,006241.png,1242,375,Car,474.44,175.81,536.30,222.95
6019,006241.png,1242,375,Car,539.99,178.20,567.29,202.48
6020,006241.png,1242,375,Car,561.20,177.10,579.39,192.62
6021,006241.png,1242,375,Car,589.53,173.86,633.55,217.71
6022,006241.png,1242,375,DontCare,407.48,175.02,435.65,191.73
6023,007133.png,1242,375,Truck,57.17,142.31,231.37,239.05
6024,007133.png,1242,375,Car,395.33,181.09,442.36,207.09
6025,007133.png,1242,375,DontCare,460.60,162.52,665.85,196.94
6026,004739.png,1242,375,Car,200.52,196.66,472.41,374.00
6027,004739.png,1242,375,Car,729.19,163.55,999.38,374.00
6028,004739.png,1242,375,Car,701.40,185.72,839.47,288.44
6029,004739.png,1242,375,Misc,434.96,204.24,512.53,254.18
6030,004739.png,1242,375,Car,467.16,181.89,539.17,235.02
6031,004739.png,1242,375,Car,659.27,181.18,756.64,246.27
6032,004739.png,1242,375,Car,536.95,178.02,565.55,202.48
6033,004739.png,1242,375,Car,628.55,175.20,656.76,198.66
6034,004739.png,1242,375,DontCare,573.44,174.87,596.70,180.66
6035,004739.png,1242,375,DontCare,606.43,170.99,642.30,189.40
6036,004739.png,1242,375,DontCare,557.91,173.90,577.29,193.28
6037,006738.png,1242,375,Car,210.54,183.64,313.66,227.14
6038,006738.png,1242,375,Truck,0.00,116.48,192.75,244.60
6039,006738.png,1242,375,Truck,144.19,132.94,290.77,223.77
6040,006738.png,1242,375,Truck,385.06,160.82,431.86,197.60
6041,006738.png,1242,375,DontCare,475.19,169.81,540.86,186.52
6042,006738.png,1242,375,DontCare,547.06,169.81,565.85,181.31
6043,001490.png,1242,375,Car,564.07,175.64,616.10,225.99
6044,001490.png,1242,375,Car,520.37,178.00,543.34,197.53
6045,001490.png,1242,375,Car,874.19,168.16,926.05,190.70
6046,001490.png,1242,375,Van,909.11,155.61,983.47,189.83
6047,001490.png,1242,375,Van,1012.62,144.66,1153.09,199.34
6048,001490.png,1242,375,Truck,1212.66,121.75,1241.00,204.65
6049,001490.png,1242,375,DontCare,615.00,165.65,633.41,189.23
6050,002320.png,1242,375,Cyclist,0.00,170.43,295.37,374.00
6051,002320.png,1242,375,Car,619.60,163.41,648.29,190.08
6052,002320.png,1242,375,DontCare,719.80,157.24,744.03,175.65
6053,001739.png,1242,375,Car,537.25,189.24,569.33,222.81
6054,001739.png,1242,375,Car,506.07,189.61,530.59,207.34
6055,002273.png,1242,375,Car,334.67,184.58,458.58,220.43
6056,002273.png,1242,375,DontCare,265.04,179.88,318.38,208.64
6057,002273.png,1242,375,DontCare,618.88,169.53,645.70,191.17
6058,002273.png,1242,375,DontCare,527.67,171.48,594.59,189.89
6059,002273.png,1242,375,DontCare,785.78,163.71,813.89,175.00
6060,002273.png,1242,375,DontCare,679.69,165.65,716.86,178.88
6061,002273.png,1242,375,DontCare,727.56,165.01,738.20,191.18
6062,004066.png,1242,375,Car,0.00,191.89,139.78,280.51
6063,004066.png,1242,375,Car,639.13,177.56,678.25,211.96
6064,004066.png,1242,375,Car,592.75,171.19,633.53,203.49
6065,004066.png,1242,375,Car,658.04,171.57,688.60,200.06
6066,004066.png,1242,375,Car,940.23,155.93,1043.71,191.18
6067,004066.png,1242,375,Car,903.95,155.93,993.44,189.35
6068,004066.png,1242,375,DontCare,1056.70,141.40,1240.04,181.15
6069,004066.png,1242,375,DontCare,136.80,188.94,193.05,211.23
6070,004066.png,1242,375,DontCare,215.39,182.15,292.01,206.38
6071,004066.png,1242,375,DontCare,328.92,177.30,423.98,198.62
6072,004066.png,1242,375,DontCare,730.63,165.65,749.04,181.15
6073,004066.png,1242,375,DontCare,511.34,175.36,549.15,187.94
6074,007478.png,1242,375,Car,594.88,174.83,627.15,205.90
6075,007478.png,1242,375,Truck,669.47,164.07,730.72,195.30
6076,007478.png,1242,375,Truck,191.31,129.52,360.03,234.46
6077,007478.png,1242,375,Car,374.05,184.91,417.31,209.93
6078,007478.png,1242,375,DontCare,439.77,161.48,577.31,201.10
6079,000287.png,1242,375,Pedestrian,810.20,160.07,855.05,264.09
6080,000287.png,1242,375,Pedestrian,742.20,175.22,776.01,251.60
6081,000287.png,1242,375,DontCare,586.65,161.48,639.82,204.23
6082,000287.png,1242,375,DontCare,659.56,170.85,698.14,188.60
6083,005613.png,1242,375,Car,1024.16,174.66,1241.00,374.00
6084,005613.png,1242,375,Truck,224.59,91.73,492.04,331.82
6085,005613.png,1242,375,Car,699.82,180.02,809.30,260.77
6086,005613.png,1242,375,Van,632.07,167.14,670.39,204.57
6087,005613.png,1242,375,Car,553.74,179.51,576.06,197.88
6088,005613.png,1242,375,DontCare,575.19,172.94,593.98,185.48
6089,005613.png,1242,375,DontCare,608.52,176.06,638.77,195.89
6090,001179.png,1242,375,Car,175.32,187.46,392.80,293.09
6091,001179.png,1242,375,Cyclist,392.89,166.24,460.05,271.13
6092,001179.png,1242,375,Car,461.67,176.83,526.35,212.40
6093,001179.png,1242,375,Car,652.20,169.79,694.99,204.88
6094,001179.png,1242,375,DontCare,620.18,159.18,649.58,186.00
6095,001179.png,1242,375,DontCare,690.69,161.77,709.10,176.94
6096,001179.png,1242,375,DontCare,739.77,154.19,767.94,220.90
6097,002800.png,1238,374,Car,0.00,188.99,333.46,373.00
6098,002800.png,1238,374,Cyclist,0.00,142.85,289.52,373.00
6099,002800.png,1238,374,Pedestrian,686.37,148.82,733.04,246.71
6100,002800.png,1238,374,Pedestrian,500.45,169.81,512.78,219.03
6101,002800.png,1238,374,Pedestrian,517.74,167.67,531.74,218.99
6102,002800.png,1238,374,Pedestrian,368.43,169.15,393.43,224.63
6103,002800.png,1238,374,DontCare,458.91,169.74,487.57,203.56
6104,006804.png,1224,370,Pedestrian,437.34,158.20,510.93,309.50
6105,001576.png,1241,376,Car,570.29,178.93,602.77,208.54
6106,001576.png,1241,376,Car,0.00,194.78,203.47,293.66
6107,001576.png,1241,376,Car,166.46,194.20,399.34,308.38
6108,001576.png,1241,376,Car,286.44,183.44,384.23,239.53
6109,001576.png,1241,376,Car,352.73,183.11,425.76,225.28
6110,001576.png,1241,376,Van,418.88,142.62,511.14,234.14
6111,001576.png,1241,376,Car,492.01,183.83,532.31,214.37
6112,001576.png,1241,376,Car,507.57,183.76,537.80,206.58
6113,001576.png,1241,376,Car,166.76,181.54,287.01,238.96
6114,001576.png,1241,376,DontCare,535.65,173.28,566.32,198.78
6115,002247.png,1224,370,Pedestrian,706.94,133.74,761.93,298.56
6116,006178.png,1242,375,Truck,562.41,136.06,623.35,209.90
6117,006178.png,1242,375,Car,426.74,181.24,454.94,198.14
6118,002964.png,1242,375,Car,758.32,176.09,1036.07,346.02
6119,002964.png,1242,375,Misc,16.10,244.51,246.59,347.61
6120,002964.png,1242,375,Car,187.75,188.15,374.10,295.34
6121,002964.png,1242,375,Car,1011.85,132.48,1241.00,253.67
6122,002964.png,1242,375,Car,403.33,183.66,479.70,233.81
6123,002964.png,1242,375,Car,446.94,183.36,502.55,220.60
6124,002964.png,1242,375,Car,472.66,182.50,516.15,214.37
6125,002964.png,1242,375,Car,1028.90,149.37,1141.52,182.43
6126,002964.png,1242,375,Car,996.50,148.46,1102.92,181.50
6127,002964.png,1242,375,Car,979.88,151.63,1086.01,180.07
6128,002964.png,1242,375,Car,965.20,149.23,1063.77,176.69
6129,002964.png,1242,375,DontCare,517.32,173.42,580.36,206.06
6130,002964.png,1242,375,DontCare,717.85,159.18,842.34,190.52
6131,002964.png,1242,375,DontCare,617.59,170.18,686.45,198.94
6132,001666.png,1242,375,Car,762.07,184.98,1125.99,374.00
6133,001666.png,1242,375,Car,358.14,177.26,452.16,218.74
6134,001666.png,1242,375,Car,686.54,166.43,729.36,198.46
6135,001666.png,1242,375,Car,564.78,178.69,590.74,203.86
6136,001666.png,1242,375,DontCare,617.52,167.82,648.51,190.18
6137,006418.png,1242,375,Car,626.17,174.27,651.45,195.07
6138,006418.png,1242,375,Car,663.17,171.29,719.63,218.22
6139,006418.png,1242,375,Car,705.84,181.32,792.71,242.09
6140,006418.png,1242,375,Truck,668.08,142.83,722.57,196.71
6141,006418.png,1242,375,Car,841.07,178.82,977.50,244.09
6142,006418.png,1242,375,Car,804.96,175.15,872.17,202.72
6143,006418.png,1242,375,DontCare,528.31,166.69,539.81,180.27
6144,006418.png,1242,375,DontCare,599.15,175.02,606.48,182.35
6145,004605.png,1224,370,Pedestrian,783.95,151.84,856.56,296.70
6146,005836.png,1224,370,Pedestrian,210.36,153.46,255.47,247.82
6147,005836.png,1224,370,Pedestrian,228.66,156.16,269.72,245.64
6148,005836.png,1224,370,Van,589.75,159.93,743.39,234.22
6149,005836.png,1224,370,Car,1051.63,173.53,1101.70,201.62
6150,005836.png,1224,370,DontCare,1198.90,172.68,1222.03,193.26
6151,005638.png,1242,375,Truck,590.18,160.67,617.63,190.41
6152,005638.png,1242,375,Car,226.97,188.24,284.86,219.31
6153,005638.png,1242,375,DontCare,379.35,185.44,410.64,201.11
6154,005638.png,1242,375,DontCare,483.52,179.19,499.19,185.48
6155,005638.png,1242,375,DontCare,559.56,173.98,580.43,188.60
6156,005638.png,1242,375,DontCare,526.23,175.02,547.11,183.40
6157,000584.png,1242,375,Car,440.25,184.17,503.63,240.87
6158,000584.png,1242,375,DontCare,550.33,174.12,579.27,194.40
6159,002046.png,1242,375,Car,560.41,182.00,600.72,214.12
6160,002046.png,1242,375,Car,511.95,182.68,545.90,207.65
6161,002046.png,1242,375,Car,1049.59,197.75,1212.55,260.74
6162,002046.png,1242,375,Van,569.61,167.53,593.34,198.77
6163,002046.png,1242,375,DontCare,1228.90,215.46,1240.00,258.45
6164,000554.png,1242,375,Car,669.25,172.99,768.08,249.99
6165,000554.png,1242,375,Car,139.83,182.57,372.81,270.27
6166,000554.png,1242,375,Car,191.45,182.13,428.48,258.02
6167,000554.png,1242,375,Car,266.63,185.76,442.42,249.12
6168,000554.png,1242,375,Car,353.18,169.67,495.55,228.36
6169,000554.png,1242,375,Car,348.03,178.36,465.77,233.18
6170,000554.png,1242,375,Car,635.54,179.93,668.72,206.51
6171,000554.png,1242,375,Car,650.82,181.05,700.49,221.45
6172,000554.png,1242,375,Misc,12.63,231.27,236.38,354.24
6173,000554.png,1242,375,Misc,108.16,203.73,295.43,314.91
6174,000554.png,1242,375,Misc,194.14,205.94,333.91,297.99
6175,000554.png,1242,375,Misc,938.29,248.79,1241.00,374.00
6176,000554.png,1242,375,DontCare,489.61,166.71,558.47,199.27
6177,000554.png,1242,375,DontCare,558.84,166.17,589.36,189.93
6178,000554.png,1242,375,DontCare,607.61,172.13,621.09,185.41
6179,000554.png,1242,375,DontCare,595.48,175.84,602.69,180.96
6180,000554.png,1242,375,DontCare,615.81,176.06,653.35,200.06
6181,004180.png,1242,375,Car,308.70,177.77,480.26,230.08
6182,004180.png,1242,375,Car,684.83,167.42,885.42,237.21
6183,004180.png,1242,375,Car,664.03,157.50,835.29,224.99
6184,004180.png,1242,375,Car,389.73,174.37,500.14,210.81
6185,004180.png,1242,375,Car,427.83,174.72,517.10,203.18
6186,004180.png,1242,375,DontCare,556.94,163.71,567.58,198.61
6187,006395.png,1238,374,Pedestrian,0.00,184.75,193.32,373.00
6188,006395.png,1238,374,Pedestrian,1022.61,150.32,1085.61,302.82
6189,006395.png,1238,374,Pedestrian,153.52,163.98,225.85,367.41
6190,006395.png,1238,374,Cyclist,380.94,163.50,476.31,302.69
6191,006395.png,1238,374,Pedestrian,821.52,145.13,860.19,249.41
6192,006395.png,1238,374,Pedestrian,587.47,157.80,611.81,235.58
6193,006395.png,1238,374,Pedestrian,507.68,159.47,532.02,229.94
6194,006395.png,1238,374,Pedestrian,552.08,158.54,572.74,222.25
6195,006395.png,1238,374,Pedestrian,710.93,150.76,729.59,220.57
6196,006395.png,1238,374,DontCare,621.10,157.93,699.06,206.80
6197,001716.png,1224,370,Car,1095.15,184.58,1223.00,235.91
6198,001716.png,1224,370,Car,1032.26,183.86,1157.24,232.63
6199,001716.png,1224,370,Car,952.77,181.81,1068.70,234.35
6200,001716.png,1224,370,Car,602.53,172.53,636.67,202.85
6201,001716.png,1224,370,Pedestrian,1204.54,154.60,1223.00,369.00
6202,001716.png,1224,370,Pedestrian,190.87,151.84,207.87,198.89
6203,001716.png,1224,370,Pedestrian,302.62,158.04,320.62,209.47
6204,001716.png,1224,370,Cyclist,514.47,160.18,539.60,208.88
6205,001716.png,1224,370,Pedestrian,260.39,154.03,278.05,197.06
6206,001716.png,1224,370,Pedestrian,333.33,157.92,370.33,248.88
