,0,1,2,3,4,5
984,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_195.jpg,1,139,41,161,53
985,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_196.jpg,1,215,84,91,0
986,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_197.jpg,1,160,57,148,2
987,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_198.jpg,1,180,77,152,7
988,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_199.jpg,1,140,44,132,5
989,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_200.jpg,1,146,76,123,18
990,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_201.jpg,1,168,75,112,19
991,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_203.jpg,1,157,48,145,17
992,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_204.jpg,1,224,109,177,0
993,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_205.jpg,1,224,0,169,0
994,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_207.jpg,1,116,36,129,23
995,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_209.jpg,1,217,134,102,6
996,C:\Users\mayank\Documents\Datasets\single_object_detection\images\British_Shorthair_210.jpg,1,143,92,148,69
997,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_10.jpg,0,180,42,199,0
998,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_100.jpg,0,133,42,173,11
999,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_101.jpg,0,158,114,74,20
1000,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_102.jpg,0,160,12,124,12
1001,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_103.jpg,0,195,17,120,20
1002,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_104.jpg,0,178,98,137,1
1003,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_105.jpg,0,159,44,112,14
1004,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_106.jpg,0,125,89,71,20
1005,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_107.jpg,0,77,23,118,30
1006,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_108.jpg,0,218,28,153,0
1007,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_109.jpg,0,187,85,106,0
1008,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_11.jpg,0,202,16,193,7
1009,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_110.jpg,0,114,74,124,61
1010,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_111.jpg,0,175,119,115,34
1011,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_112.jpg,0,193,102,107,51
1012,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_113.jpg,0,149,89,138,45
1013,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_114.jpg,0,178,39,123,27
1014,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_115.jpg,0,166,62,110,13
1015,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_116.jpg,0,162,37,118,32
1016,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_117.jpg,0,108,52,99,17
1017,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_118.jpg,0,188,85,178,25
1018,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_119.jpg,0,164,51,107,17
1019,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_12.jpg,0,186,130,117,8
1020,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_120.jpg,0,128,51,111,12
1021,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_121.jpg,0,156,66,114,8
1022,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_122.jpg,0,159,73,135,16
1023,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_123.jpg,0,131,61,90,1
1024,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_124.jpg,0,132,76,113,34
1025,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_125.jpg,0,219,90,129,2
1026,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_126.jpg,0,222,95,134,24
1027,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_127.jpg,0,180,115,105,0
1028,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_128.jpg,0,175,70,135,34
1029,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_129.jpg,0,178,68,109,0
1030,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_13.jpg,0,136,37,107,17
1031,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_130.jpg,0,170,97,116,7
1032,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_131.jpg,0,146,83,119,5
1033,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_132.jpg,0,145,71,120,42
1034,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_133.jpg,0,127,60,127,45
1035,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_134.jpg,0,149,39,102,11
1036,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_135.jpg,0,170,26,143,2
1037,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_136.jpg,0,143,16,130,6
1038,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_137.jpg,0,219,40,135,0
1039,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_138.jpg,0,131,71,129,43
1040,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_139.jpg,0,168,78,125,51
1041,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_14.jpg,0,197,48,152,7
1042,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_140.jpg,0,175,72,108,37
1043,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_141.jpg,0,174,35,109,25
1044,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_142.jpg,0,182,55,73,5
1045,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_143.jpg,0,197,15,141,4
1046,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_144.jpg,0,101,39,110,16
1047,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_145.jpg,0,141,71,132,39
1048,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_146.jpg,0,118,70,145,85
1049,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_147.jpg,0,159,89,106,35
1050,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_148.jpg,0,170,49,162,42
1051,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_149.jpg,0,134,48,101,21
1052,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_15.jpg,0,205,69,114,47
1053,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_150.jpg,0,202,85,132,20
1054,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_151.jpg,0,192,33,116,8
1055,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_152.jpg,0,156,70,124,30
1056,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_153.jpg,0,170,88,127,53
1057,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_154.jpg,0,173,74,107,1
1058,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_155.jpg,0,198,54,85,10
1059,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_156.jpg,0,165,67,150,0
1060,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_157.jpg,0,210,9,110,33
1061,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_158.jpg,0,141,69,118,69
1062,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_159.jpg,0,185,55,103,0
1063,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_16.jpg,0,167,6,152,11
1064,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_160.jpg,0,182,15,119,19
1065,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_161.jpg,0,195,88,109,20
1066,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_162.jpg,0,102,71,100,45
1067,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_163.jpg,0,192,70,166,16
1068,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_164.jpg,0,161,82,91,54
1069,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_165.jpg,0,130,32,144,21
1070,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_166.jpg,0,147,83,113,0
1071,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_167.jpg,0,188,80,157,31
1072,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_168.jpg,0,217,31,119,1
1073,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_169.jpg,0,173,81,134,0
1074,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_17.jpg,0,161,120,114,36
1075,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_170.jpg,0,196,31,191,12
1076,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_171.jpg,0,186,67,147,16
1077,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_172.jpg,0,117,61,124,34
1078,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_173.jpg,0,167,24,130,0
1079,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_174.jpg,0,172,58,97,18
1080,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_175.jpg,0,138,58,184,47
1081,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_176.jpg,0,182,94,128,29
1082,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_177.jpg,0,163,102,110,25
1083,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_178.jpg,0,161,103,131,76
1084,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_179.jpg,0,134,88,135,35
1085,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_18.jpg,0,205,9,176,11
1086,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_180.jpg,0,158,36,103,14
1087,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_181.jpg,0,113,2,162,101
1088,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_182.jpg,0,107,45,82,9
1089,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_183.jpg,0,121,7,104,14
1090,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_184.jpg,0,172,38,147,47
1091,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_185.jpg,0,112,41,112,16
1092,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_186.jpg,0,156,94,101,21
1093,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_187.jpg,0,207,13,117,8
1094,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_188.jpg,0,156,18,120,12
1095,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_189.jpg,0,170,78,184,28
1096,C:\Users\mayank\Documents\Datasets\single_object_detection\images\chihuahua_190.jpg,0,153,61,144,11
1097,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_10.jpg,1,124,33,93,18
1098,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_100.jpg,1,220,186,97,39
1099,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_101.jpg,1,182,149,105,52
1100,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_102.jpg,1,175,143,85,37
1101,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_103.jpg,1,105,40,78,30
1102,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_104.jpg,1,86,8,95,2
1103,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_105.jpg,1,167,88,83,0
1104,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_106.jpg,1,195,150,74,15
1105,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_107.jpg,1,204,119,57,0
1106,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_108.jpg,1,131,57,78,21
1107,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_109.jpg,1,222,4,155,0
1108,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_11.jpg,1,222,58,191,0
1109,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_110.jpg,1,209,154,146,75
1110,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_111.jpg,1,180,147,121,65
1111,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_112.jpg,1,146,46,142,10
1112,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_113.jpg,1,176,141,77,17
1113,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_114.jpg,1,120,68,91,8
1114,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_115.jpg,1,166,109,65,10
1115,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_116.jpg,1,86,46,62,4
1116,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_117.jpg,1,169,120,61,29
1117,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_118.jpg,1,154,44,114,3
1118,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_119.jpg,1,198,153,100,50
1119,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_12.jpg,1,160,112,84,29
1120,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_120.jpg,1,190,148,70,7
1121,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_121.jpg,1,131,82,149,78
1122,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_122.jpg,1,147,53,134,10
1123,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_123.jpg,1,151,103,69,11
1124,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_124.jpg,1,175,122,70,5
1125,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_125.jpg,1,81,29,79,19
1126,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_126.jpg,1,175,112,94,33
1127,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_127.jpg,1,187,100,70,12
1128,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_128.jpg,1,103,41,63,12
1129,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_129.jpg,1,125,66,73,11
1130,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_13.jpg,1,150,73,78,21
1131,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_130.jpg,1,99,15,147,25
1132,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_131.jpg,1,157,107,79,7
1133,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_132.jpg,1,93,53,90,30
1134,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_133.jpg,1,80,44,58,0
1135,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_134.jpg,1,57,9,43,0
1136,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_136.jpg,1,193,47,140,16
1137,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_138.jpg,1,205,141,94,10
1138,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_140.jpg,1,141,112,114,72
1139,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_141.jpg,1,74,36,86,20
1140,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_142.jpg,1,137,89,133,67
1141,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_143.jpg,1,221,165,62,3
1142,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_144.jpg,1,90,32,167,127
1143,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_146.jpg,1,209,158,196,142
1144,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_147.jpg,1,203,156,48,5
1145,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_148.jpg,1,217,112,163,26
1146,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_149.jpg,1,197,153,77,13
1147,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_15.jpg,1,151,108,128,62
1148,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_150.jpg,1,162,120,83,28
1149,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_151.jpg,1,188,130,72,16
1150,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_152.jpg,1,158,75,115,3
1151,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_153.jpg,1,74,0,84,0
1152,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_154.jpg,1,224,19,176,0
1153,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_155.jpg,1,146,47,161,26
1154,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_157.jpg,1,182,57,101,6
1155,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_16.jpg,1,197,131,80,1
1156,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_160.jpg,1,86,48,68,5
1157,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_161.jpg,1,168,112,100,13
1158,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_162.jpg,1,168,63,162,22
1159,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_163.jpg,1,105,37,100,0
1160,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_164.jpg,1,200,144,97,23
1161,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_165.jpg,1,223,150,152,39
1162,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_168.jpg,1,72,23,74,7
1163,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_170.jpg,1,223,156,157,81
1164,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_171.jpg,1,108,60,124,46
1165,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_172.jpg,1,155,95,100,8
1166,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_173.jpg,1,175,125,73,13
1167,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_174.jpg,1,101,54,85,50
1168,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_175.jpg,1,172,136,64,7
1169,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_176.jpg,1,55,17,121,67
1170,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_178.jpg,1,211,142,180,96
1171,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_179.jpg,1,189,130,100,25
1172,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_18.jpg,1,119,15,138,26
1173,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_180.jpg,1,164,86,114,20
1174,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_181.jpg,1,71,36,80,24
1175,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_182.jpg,1,107,62,67,11
1176,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_183.jpg,1,124,33,94,18
1177,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_184.jpg,1,99,66,94,44
1178,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_185.jpg,1,92,23,85,5
1179,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_187.jpg,1,166,96,80,32
1180,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_188.jpg,1,201,145,126,61
1181,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_189.jpg,1,197,131,66,5
1182,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_190.jpg,1,179,123,99,8
1183,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_192.jpg,1,158,68,65,2
1184,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_193.jpg,1,83,16,116,20
1185,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_194.jpg,1,120,78,100,41
1186,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_195.jpg,1,140,76,141,55
1187,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_196.jpg,1,185,92,83,17
1188,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Egyptian_Mau_197.jpg,1,76,32,98,41
1189,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_10.jpg,0,185,20,203,60
1190,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_100.jpg,0,211,107,203,45
1191,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_101.jpg,0,160,78,91,16
1192,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_102.jpg,0,89,39,104,14
1193,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_103.jpg,0,164,105,91,1
1194,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_104.jpg,0,109,24,178,70
1195,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_105.jpg,0,216,1,222,0
1196,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_106.jpg,0,148,77,108,6
1197,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_107.jpg,0,164,106,126,42
1198,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_108.jpg,0,149,86,99,34
1199,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_109.jpg,0,201,22,136,14
1200,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_11.jpg,0,191,56,205,7
1201,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_110.jpg,0,126,50,117,70
1202,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_111.jpg,0,158,26,202,14
1203,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_112.jpg,0,174,25,176,59
1204,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_113.jpg,0,129,65,93,3
1205,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_114.jpg,0,147,89,121,30
1206,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_115.jpg,0,131,70,100,2
1207,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_116.jpg,0,140,45,189,81
1208,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_117.jpg,0,212,70,131,38
1209,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_118.jpg,0,136,70,144,36
1210,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_119.jpg,0,151,70,151,17
1211,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_12.jpg,0,154,43,192,32
1212,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_120.jpg,0,146,44,180,27
1213,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_121.jpg,0,134,26,168,33
1214,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_122.jpg,0,148,90,117,74
1215,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_123.jpg,0,131,14,214,109
1216,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_124.jpg,0,155,56,140,68
1217,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_125.jpg,0,130,91,110,54
1218,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_126.jpg,0,163,60,147,56
1219,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_127.jpg,0,135,90,91,29
1220,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_128.jpg,0,120,86,118,67
1221,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_129.jpg,0,188,67,96,30
1222,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_13.jpg,0,222,0,156,23
1223,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_130.jpg,0,142,54,191,15
1224,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_131.jpg,0,91,37,131,57
1225,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_132.jpg,0,213,10,139,0
1226,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_133.jpg,0,167,4,117,5
1227,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_134.jpg,0,147,66,124,62
1228,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_135.jpg,0,119,75,103,18
1229,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_136.jpg,0,197,15,189,60
1230,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_137.jpg,0,129,74,166,69
1231,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_138.jpg,0,163,32,127,12
1232,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_139.jpg,0,142,77,94,9
1233,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_14.jpg,0,194,100,162,14
1234,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_140.jpg,0,205,37,164,22
1235,C:\Users\mayank\Documents\Datasets\single_object_detection\images\english_cocker_spaniel_141.jpg,0,221,55,104,6
